========== DOORS REMOTE SPY LOG ==========
Время старта: 2026-05-17 13:20:34
Длительность: 300 секунд
Направления: C->S (клиент->сервер), S<-C (сервер->клиент), BIND (bindable)
==========================================

[13:20:34][S<-C] ReplicatedStorage.RemotesFolder.SendErrorLog | "STARTING RP ROOM "
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -276 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -334 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -384 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -419 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -446 [number]
[13:20:42][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -465 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -476 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -488 [number]
[13:20:42][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -500 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -503 [number]
[13:20:42][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Table.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=270.988495, -1.45314717, -426.919037, -1, 0, 0, 0, 1, 0, 0, 0, -1, }
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -503 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -500 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -496 [number]
[13:20:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -496 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -492 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -484 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -480 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -450 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -438 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -426 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -419 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:43][S<-C] ReplicatedStorage.RemotesFolder.ToolAnimate | Players.Ladenosaben.Backpack.Lockpick [Tool] | "CancelAnimation"
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:43][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:43][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -438 [number]
[13:20:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -461 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -484 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -496 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -503 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -503 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -511 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -527 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -530 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -523 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -519 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -519 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -515 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -511 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -503 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | true [boolean] | nil [nil]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -488 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -488 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -480 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -453 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -426 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -411 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:44][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:44][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -411 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:20:44][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Table.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=270.988495, -1.45314717, -428.319031, -1, 0, 0, 0, 1, 0, 0, 0, -1, }
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:20:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -376 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -334 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -307 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -276 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -272 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -272 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -272 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -284 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -299 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -326 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -399 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -438 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -465 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -496 [number]
[13:20:45][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Table.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=270.988495, -3.24223709, -426.919037, -1, 0, 0, 0, 1, 0, 0, 0, -1, }
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:20:45][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:20:45][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -519 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -503 [number]
[13:20:45][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Table.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=270.988495, -2.359411, -426.919037, -1, 0, 0, 0, 1, 0, 0, 0, -1, }
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -500 [number]
[13:20:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -500 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -442 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -434 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -426 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -407 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -403 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -396 [number]
[13:20:46][S<-C] ReplicatedStorage.RemotesFolder.LightningStrike | 
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -396 [number]
[13:20:46][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -388 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -384 [number]
[13:20:46][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -380 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -380 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -376 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -373 [number]
[13:20:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -365 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -365 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | true [boolean] | nil [nil]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -369 [number]
[13:20:47][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:20:47][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:20:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:20:48][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Table.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=270.988495, -1.45314717, -426.919037, -1, 0, 0, 0, 1, 0, 0, 0, -1, }
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -357 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -342 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -330 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -319 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -303 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -281 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:48][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -277 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -292 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -315 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -342 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -358 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -381 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -400 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -427 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -450 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -473 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -500 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -535 [number]
[13:20:49][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -566 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -596 [number]
[13:20:49][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -619 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -639 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -646 [number]
[13:20:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -619 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -604 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -600 [number]
[13:20:50][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=292.25293, -2.31253529, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -600 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -600 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -600 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -600 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -577 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -569 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -562 [number]
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:20:50][S<-C] ReplicatedStorage.RemotesFolder.ToolAnimate | Players.Ladenosaben.Backpack.Lockpick [Tool] | "CancelAnimation"
[13:20:50][S<-C] ReplicatedStorage.RemotesFolder.CamLock | Vector3(-0.48, 0.00, 0.88)
[13:20:50][S<-C] ReplicatedStorage.RemotesFolder.ServerTeleported | Vector3(289.78, -0.42, -425.26) | Vector3(-0.48, 0.00, 0.88)
[13:20:50][S<-C] ReplicatedStorage.RemotesFolder.ServerTeleported | Vector3(289.78, -0.42, -425.26) | Vector3(-0.48, 0.00, 0.88)
[13:20:50][S<-C] ReplicatedStorage.RemotesFolder.ServerTeleported | Vector3(289.78, -0.42, -425.26) | Vector3(-0.48, 0.00, 0.88)
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 0 [number]
[13:20:50][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:50][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:50][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:51][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:20:51][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:51][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:51][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:52][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:52][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:52][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 0 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.CamLock | 
[13:20:53][BIND] Players.Ladenosaben.PlayerGui.MainUI.Initiator.Main_Game.StopHeartbeat | 
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -4 [number]
[13:20:53][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:20:53][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:20:53][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
